approach,problem,exp_id,total_iters,total_time,total_model_time,total_eval_time,best_fitness,best_x
hyperopt/randomsearch,WW_sorted_surrogate(d=10),177218568759724123854,500,2.0682272911071777,0.9467570781707764,1.1266672611236572,-66.10964965820312,"[np.float64(0.2657280089722821), np.float64(0.7719899936404631), np.float64(0.8387733186530134), np.float64(0.027040234388461815), np.float64(0.3388046832197503), np.float64(0.5037092514716711), np.float64(0.7792925692392748), np.float64(0.93514331184236), np.float64(0.48145355590394556), np.float64(0.07610835356373757)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),177218568969383036959,500,2.828948974609375,0.9774003028869629,1.861725091934204,-60.051822662353516,"[np.float64(0.8980464696188213), np.float64(0.27513829758378716), np.float64(0.4999301787794367), np.float64(0.05729066463391286), np.float64(0.8452731770344012), np.float64(0.768932499898503), np.float64(0.9861801145511061), np.float64(0.10078352016872527), np.float64(0.632350410831811), np.float64(0.15086715229609782)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),1772185692553733312376,500,2.364293336868286,0.935340404510498,1.4456861019134521,-70.1999282836914,"[np.float64(0.021291570633684476), np.float64(0.7690566339396904), np.float64(0.14113010732055287), np.float64(0.016983885815448407), np.float64(0.5289429915284602), np.float64(0.19129401494686282), np.float64(0.737447665685654), np.float64(0.9020922203953062), np.float64(0.9123150795362781), np.float64(0.9722681154157563)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),177218569495767883452,500,17.436261653900146,1.573171854019165,15.872034549713135,-62.982269287109375,"[np.float64(0.01058244150303167), np.float64(0.683383768278353), np.float64(0.055141321980042735), np.float64(0.269759635010864), np.float64(0.03751809812872331), np.float64(0.9604475844789857), np.float64(0.9435101029629477), np.float64(0.5771295502453748), np.float64(0.2330482678436676), np.float64(0.9845630675585743)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),177218571242560345580,500,2.58245849609375,1.0209581851959229,1.5666465759277344,-63.43657302856445,"[np.float64(0.6294072791802972), np.float64(0.1483150878156364), np.float64(0.4602301112492344), np.float64(0.9326968221776881), np.float64(0.885190020627916), np.float64(0.33452128614653664), np.float64(0.5959178949590163), np.float64(0.5963149405883383), np.float64(0.12707764782291442), np.float64(0.009717480772454046)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),177218571503873358228,500,2.3129982948303223,0.9991958141326904,1.3254845142364502,-63.73402786254883,"[np.float64(0.7678559495174397), np.float64(0.03380531049397495), np.float64(0.8662527531025384), np.float64(0.7158589859176182), np.float64(0.272921889160196), np.float64(0.5683491187177261), np.float64(0.4432545628561231), np.float64(0.962491588728864), np.float64(0.5821620963694183), np.float64(0.01624289663591405)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),17721857173864787864,500,7.7792747020721436,1.2277271747589111,6.589484214782715,-62.73797607421875,"[np.float64(0.21986295537758804), np.float64(0.9288754169962101), np.float64(0.8017678347211772), np.float64(0.49193752070695873), np.float64(0.3474072840844482), np.float64(0.545722591433919), np.float64(0.7053858213447477), np.float64(0.9783947321152526), np.float64(0.29804769645093), np.float64(0.03910554691123136)]"
hyperopt/randomsearch,WW_sorted_surrogate(d=10),177218572522579228342,500,3.0371265411376953,1.0857410430908203,1.9603419303894043,-63.45160675048828,"[np.float64(0.020049046216044974), np.float64(0.33909145202849245), np.float64(0.28181060086948395), np.float64(0.2575445403209453), np.float64(0.29464343639251867), np.float64(0.7286636874917154), np.float64(0.5131131828791), np.float64(0.08199558863602152), np.float64(0.9487646609421544), np.float64(0.9159260581700267)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772185728297675410348,500,19.480419635772705,10.95209288597107,8.539388656616211,-63.88230514526367,"[np.float64(0.10249719318630096), np.float64(0.665595791689056), np.float64(0.38680001802768504), np.float64(0.08054144336300469), np.float64(0.6700252122781113), np.float64(0.9689556571989816), np.float64(0.5193951615514754), np.float64(0.3866625150372836), np.float64(0.8990358123522831), np.float64(0.5013523866210761)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772185747815986913171,500,19.722284078598022,11.31950855255127,8.414932250976562,-68.82138061523438,"[np.float64(0.11719428524645623), np.float64(0.8150625798659203), np.float64(0.3812173673313874), np.float64(0.10104410673692862), np.float64(0.5366943714343336), np.float64(0.998707666118295), np.float64(0.874671013832568), np.float64(0.8008380996678859), np.float64(0.8725896849931923), np.float64(0.001251022211171543)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218576757197514457,500,11.535314321517944,9.24593210220337,2.296861410140991,-63.257850646972656,"[np.float64(0.9177433241353816), np.float64(0.03897338388378059), np.float64(0.3809474654522858), np.float64(0.07902597209272237), np.float64(0.5180427242402704), np.float64(0.9853410184514902), np.float64(0.9264967170497155), np.float64(0.4859766163820355), np.float64(0.43200972161747186), np.float64(0.2400077965928999)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218577913614083179,500,15.893861532211304,9.984158277511597,5.916740894317627,-68.0726318359375,"[np.float64(0.36548788192919346), np.float64(0.09754324686158153), np.float64(0.5056535556813844), np.float64(0.6718946320495782), np.float64(0.7666923091984731), np.float64(0.354373845898169), np.float64(0.8316114078555799), np.float64(0.9594910901196745), np.float64(0.057559233458179926), np.float64(0.021124043767139312)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218579505903179170,500,15.192781686782837,9.567961692810059,5.679387807846069,-64.16996002197266,"[np.float64(0.900315769397359), np.float64(0.9622660729600321), np.float64(0.36434438251198253), np.float64(0.4454210079605955), np.float64(0.6715588913298742), np.float64(0.15174376148318847), np.float64(0.936557131480475), np.float64(0.049954496613956303), np.float64(0.9847879770803287), np.float64(0.2748939898563161)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772185810324968810826,500,15.589608669281006,10.005218267440796,5.595072269439697,-68.32783508300781,"[np.float64(0.10162477828635866), np.float64(0.06715052465796098), np.float64(0.40182673112533995), np.float64(0.9020233929662336), np.float64(0.7296193178603991), np.float64(0.4317621572727548), np.float64(0.5309651408579041), np.float64(0.7404402757220336), np.float64(0.6446190647755591), np.float64(0.03823163140683139)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721858259458298930,500,22.739628314971924,12.049190282821655,10.698482513427734,-67.0835952758789,"[np.float64(0.9744375828136747), np.float64(0.4529657731026379), np.float64(0.3700600189244178), np.float64(0.614307645631461), np.float64(0.9309423776317535), np.float64(0.8117530466866999), np.float64(0.5630779317083858), np.float64(0.9985740821899696), np.float64(0.01971396251667254), np.float64(0.06545349371630407)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218584871415739036,500,17.97806429862976,10.712589502334595,7.290227174758911,-68.91390991210938,"[np.float64(0.14357467091205445), np.float64(0.4328397239489522), np.float64(0.4071805374464034), np.float64(0.9736450916295891), np.float64(0.44119896683702864), np.float64(0.7387250733648005), np.float64(0.8818078775133452), np.float64(0.5914800338456055), np.float64(0.999370187039772), np.float64(0.0552796570030162)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772185866744465844,500,17.151925086975098,10.556596279144287,6.608936309814453,-66.59919738769531,"[np.float64(0.0048052899664452475), np.float64(0.3000367596273126), np.float64(0.027108765195205053), np.float64(0.4757611173548706), np.float64(0.26715434727304505), np.float64(0.9853643361780355), np.float64(0.30352483078075476), np.float64(0.5932844720228209), np.float64(0.4195392304903792), np.float64(0.9453734828978979)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218588393045856790,500,16.059720516204834,10.027617692947388,6.038730621337891,-68.21746826171875,"[np.float64(0.07123839188122949), np.float64(0.7678228370170088), np.float64(0.1360045015477001), np.float64(0.5064021823831224), np.float64(0.2963603194744465), np.float64(0.2274253084159182), np.float64(0.5322093080031541), np.float64(0.8878271895180233), np.float64(0.7909472578544702), np.float64(0.9993460587117994)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218590002283026957,500,17.040178060531616,10.004772186279297,7.052623987197876,-62.30501174926758,"[np.float64(0.9286563622575154), np.float64(0.08249253663909528), np.float64(0.26292402507781387), np.float64(0.20199426797875936), np.float64(0.45473882188447945), np.float64(0.9602684161703757), np.float64(0.9112161415188373), np.float64(0.7447947175615954), np.float64(0.23784855780953898), np.float64(0.5968325936242107)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218591711961679808,500,21.061812162399292,11.186955451965332,9.913838386535645,-70.44489288330078,"[np.float64(0.10405434099790409), np.float64(0.14883521440543204), np.float64(0.11272894717329301), np.float64(0.8912661935750837), np.float64(0.5584291956077763), np.float64(0.21670099551921854), np.float64(0.7491471204915452), np.float64(0.9319168347537897), np.float64(0.8455694824496833), np.float64(0.025602409865369234)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218593824325873375,500,15.703740358352661,10.687651872634888,5.026752948760986,-64.14547729492188,"[np.float64(0.4800437238239624), np.float64(0.9754013494566085), np.float64(0.1826781789284702), np.float64(0.2495861093831495), np.float64(0.27008472887787327), np.float64(0.5815482698770853), np.float64(0.5410054401790084), np.float64(0.4324597411050591), np.float64(0.4833142759480212), np.float64(0.06024553640526238)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772185953975719711539,500,19.474570512771606,11.15904426574707,8.325283288955688,-67.037109375,"[np.float64(0.030053449157849885), np.float64(0.17131799321331279), np.float64(0.00614923919721863), np.float64(0.6710077956575279), np.float64(0.25661435982760095), np.float64(0.3441885272075097), np.float64(0.4823758336889767), np.float64(0.11320993388817102), np.float64(0.6611818485588024), np.float64(0.971951305819952)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218597348492771167,500,19.963677644729614,11.493966341018677,8.504966735839844,-65.01543426513672,"[np.float64(0.21349935016853588), np.float64(0.885501648417393), np.float64(0.2959021482048399), np.float64(0.1331500294688358), np.float64(0.5898505204343739), np.float64(0.9067565880624937), np.float64(0.8491269122074995), np.float64(0.3501711120560542), np.float64(0.9645382292812781), np.float64(0.20834581641094266)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218599350930985018,500,14.486950635910034,10.236831903457642,4.259117841720581,-64.53791809082031,"[np.float64(0.9374115783066268), np.float64(0.3039489448768323), np.float64(0.3607871008567191), np.float64(0.15097367251567376), np.float64(0.12623723871454645), np.float64(0.9828726174936402), np.float64(0.6230064146546923), np.float64(0.9997421963189335), np.float64(0.6502276508063755), np.float64(0.03404494696761898)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218600804372723382,500,20.38123655319214,10.919355630874634,9.48078203201294,-67.50439453125,"[np.float64(0.1436570448679516), np.float64(0.41247158397572903), np.float64(0.5647701616417469), np.float64(0.8812243935937374), np.float64(0.6071873618282424), np.float64(0.1687039963765037), np.float64(0.11488700905629615), np.float64(0.8334181922996239), np.float64(0.798144442291844), np.float64(0.0910172416451074)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218602846330743352,500,18.39472770690918,10.662210702896118,7.740507125854492,-68.93260192871094,"[np.float64(0.8419108743515112), np.float64(0.42872981219209216), np.float64(0.28393787171518403), np.float64(0.9749848244015601), np.float64(0.25771645455094894), np.float64(0.7736209375979896), np.float64(0.545732448777175), np.float64(0.9503070542335152), np.float64(0.7322794563827587), np.float64(0.02144421000167067)]"
