approach,problem,exp_id,total_iters,total_time,total_model_time,total_eval_time,best_fitness,best_x
hyperopt/tpe,WW_sorted_surrogate(d=10),177218751886009349541,500,11.57549786567688,9.167433738708496,2.421125650405884,-69.28562927246094,"[np.float64(0.6314600733743474), np.float64(0.24364169075749886), np.float64(0.9610805041811381), np.float64(0.6617037041369485), np.float64(0.42073329258242503), np.float64(0.9528528479090238), np.float64(0.05488664768251311), np.float64(0.056097291755833056), np.float64(0.02796791700181417), np.float64(0.9165375396374834)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187530470531216092,500,11.65536642074585,9.179286003112793,2.483299732208252,-70.63333129882812,"[np.float64(0.877823780352246), np.float64(0.016576645670796017), np.float64(0.5018134971065753), np.float64(0.9342696343744377), np.float64(0.5632241006749166), np.float64(0.500313526563256), np.float64(0.040686851468111115), np.float64(0.17716629557724184), np.float64(0.07872150648197046), np.float64(0.9449180716580924)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187542154080911508,500,11.001681566238403,8.930224895477295,2.0861082077026367,-70.34855651855469,"[np.float64(0.4766394469211305), np.float64(0.8792988387508631), np.float64(0.9621006652509261), np.float64(0.576333692821065), np.float64(0.0004260690299416614), np.float64(0.12437257003739842), np.float64(0.2965841226248803), np.float64(0.9382884165490202), np.float64(0.03950062048590773), np.float64(0.4974387280860915)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721875531920066979,500,10.27118730545044,8.667862176895142,1.6102714538574219,-68.75114440917969,"[np.float64(0.13812791476074968), np.float64(0.6171749696101292), np.float64(0.6462859400134635), np.float64(0.5844842799360491), np.float64(0.8281105616976373), np.float64(0.07888257479376787), np.float64(0.45386881125432565), np.float64(0.8976449693126782), np.float64(0.3132573424994075), np.float64(0.9575678811580288)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218756349322967627,500,9.980235576629639,8.608656644821167,1.3796875476837158,-70.1447982788086,"[np.float64(0.12499961955976079), np.float64(0.14246702065214048), np.float64(0.5443638801445538), np.float64(0.08561361364092732), np.float64(0.8608244607273269), np.float64(0.7826926245221303), np.float64(0.8730335182799801), np.float64(0.21633596032466482), np.float64(0.9230330960705762), np.float64(0.0369299528512146)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721875735019627372,500,10.266324043273926,8.7628493309021,1.5133485794067383,-69.92363739013672,"[np.float64(0.9776442900116071), np.float64(0.39538633850734217), np.float64(0.8938211154073585), np.float64(0.07859957688240661), np.float64(0.5749773423233182), np.float64(0.01822544987068253), np.float64(0.0007597060275587042), np.float64(0.7013467901147339), np.float64(0.03101373544898943), np.float64(0.8847173484914007)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187583799175715631,500,10.866942644119263,8.823107481002808,2.050741195678711,-69.11714172363281,"[np.float64(0.9699594148995019), np.float64(0.08857533744287349), np.float64(0.14727943217112754), np.float64(0.24676223345463943), np.float64(0.8047061816612696), np.float64(0.6101018996264836), np.float64(0.4102593087493572), np.float64(0.8793298244069899), np.float64(0.6811983126074389), np.float64(0.3443743171121174)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),1772187594693759215727,500,11.038113594055176,8.944681882858276,2.100571393966675,-69.3755111694336,"[np.float64(0.7921596830417645), np.float64(0.9465851794348994), np.float64(0.41404735478532756), np.float64(0.34565723604880694), np.float64(0.0049642023168886325), np.float64(0.7499948791628424), np.float64(0.9875749382124954), np.float64(0.13657750668556204), np.float64(0.04410130265819395), np.float64(0.5794869713280986)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),177218760575949142260,500,11.036868333816528,8.775318622589111,2.3229451179504395,-69.82977294921875,"[np.float64(0.3801487494230063), np.float64(0.8892293772859248), np.float64(0.654190589874071), np.float64(0.8023357450674723), np.float64(0.0015659648987956243), np.float64(0.152483886630555), np.float64(0.40998673196605984), np.float64(0.6698741411133976), np.float64(0.9094556297360687), np.float64(0.025417868683522776)]"
hyperopt/tpe,WW_sorted_surrogate(d=10),17721876168793436298,500,10.23794436454773,8.648711442947388,1.5993354320526123,-69.74071502685547,"[np.float64(0.5498078679147931), np.float64(0.7832373369493699), np.float64(0.22575386932605923), np.float64(0.9695971591571931), np.float64(0.16731245740094441), np.float64(0.7580597847049199), np.float64(0.3873112357692577), np.float64(0.7332873885635158), np.float64(0.9230694678592931), np.float64(0.05965777123977891)]"
